id,activity,localName,description,area,location,openingHours,duration,googleMapsLink,suitableFor,tags,rating,image,tips,notes,priceRange
PLB036,Riverside Morning Market,Pasar Pagi Tepian Sungai,Early morning river market,Palembang,Musi Riverside,04:00-09:00 daily,2-3 hours,https://maps.google.com/?q=Riverside+Morning+Market,"Culture Seekers, Photographers",#market #river #traditional #morning #local #authentic,4.7/5,images/PLB036.jpg,Early start essential,Local breakfast available,IDR 0 - 200000
PLB037,Palembang Archery,Panahan Tradisional,Traditional archery experience,Palembang,Jakabaring,09:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Palembang+Archery,"Sport Enthusiasts, Families",#archery #sport #traditional #activity #outdoor #fun,4.5/5,images/PLB037.jpg,Equipment provided,Instructor available,IDR 100000 - 250000
PLB038,Night Market Food Walk,Jalan-jalan Kuliner Malam,Evening food exploration,Palembang,Various locations,18:00-22:00 daily,3-4 hours,https://maps.google.com/?q=Palembang+Night+Market,"Foodies, Night Explorers",#food #market #night #local #culinary #street,4.8/5,images/PLB038.jpg,Multiple food stops,Local specialties focus,IDR 250000 - 500000
PLB039,Bamboo Craft Workshop,Workshop Bambu,Traditional bamboo crafting,Palembang,Seberang Ulu,09:00-15:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Bamboo+Workshop+Palembang,"Craft Enthusiasts, Culture Lovers",#bamboo #craft #traditional #workshop #cultural #art,4.6/5,images/PLB039.jpg,Take home item,Materials included,IDR 150000 - 350000
PLB040,Modern Art Space,Ruang Seni Modern,Contemporary art venue,Palembang,Central Palembang,10:00-18:00 Tue-Sun,1-2 hours,https://maps.google.com/?q=Modern+Art+Space+Palembang,"Art Lovers, Creative Minds",#art #modern #gallery #contemporary #creative #exhibition,4.5/5,images/PLB040.jpg,Regular new exhibits,Artist talks scheduled,IDR 25000 - 75000
PLB041,River Photography Tour,Tur Foto Sungai,Guided photo expedition,Palembang,Musi River,06:00-09:00 daily,3 hours,https://maps.google.com/?q=Musi+River+Photography,"Photographers, Culture Seekers",#photography #river #cultural #morning #boat #traditional,4.7/5,images/PLB041.jpg,Morning light best,Camera tips provided,IDR 300000 - 600000
PLB042,Local Coffee Roastery,Sangrai Kopi,Coffee roasting experience,Palembang,Central Palembang,09:00-16:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Palembang+Coffee+Roastery,"Coffee Enthusiasts, Learners",#coffee #roasting #education #culinary #workshop #local,4.6/5,images/PLB042.jpg,Tasting included,Take home coffee,IDR 200000 - 400000
PLB043,Traditional Medicine Tour,Tur Jamu Tradisional,Herbal medicine exploration,Palembang,Various locations,08:00-13:00 daily,3-4 hours,https://maps.google.com/?q=Traditional+Medicine+Tour,"Wellness Seekers, Culture Enthusiasts",#herbal #traditional #wellness #cultural #education #local,4.5/5,images/PLB043.jpg,Market visit included,Tasting session,IDR 250000 - 450000
PLB044,Musi River Kayaking,Kayak Sungai Musi,Urban river paddling,Palembang,Musi River,07:00-11:00 daily,2-3 hours,https://maps.google.com/?q=Musi+River+Kayaking,"Adventure Seekers, Active Travelers",#kayaking #river #adventure #sport #active #outdoor,4.7/5,images/PLB044.jpg,Morning session best,Equipment provided,IDR 250000 - 500000
PLB045,Heritage Building Photo Walk,Foto Gedung Bersejarah,Colonial architecture tour,Palembang,Central Palembang,08:00-11:00 daily,3 hours,https://maps.google.com/?q=Heritage+Building+Walk,"Photographers, History Buffs",#architecture #historical #colonial #photography #walking #cultural,4.6/5,images/PLB045.jpg,Morning light ideal,Professional guide,IDR 200000 - 400000
PLB046,Sekanak River Tour,Wisata Sungai Sekanak,Historical tributary exploration,Palembang,Sekanak River,09:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Sekanak+River+Tour,"History Lovers, Photographers",#river #historical #cultural #boat #photography #local,4.5/5,images/PLB046.jpg,Small boat experience,Historical commentary,IDR 150000 - 300000
PLB047,Youth Amusement Park,Taman Hiburan Remaja,Modern entertainment complex,Palembang,Jakabaring,10:00-21:00 daily,3-4 hours,https://maps.google.com/?q=Youth+Park+Palembang,"Families, Teenagers",#entertainment #modern #family #fun #rides #recreation,4.4/5,images/PLB047.jpg,Evening cooler,Multiple attractions,IDR 50000 - 200000
PLB048,Palembang Silverwork,Perak Palembang,Traditional silver crafting,Palembang,30 Ilir,09:00-16:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Palembang+Silver+Workshop,"Craft Lovers, Art Enthusiasts",#silver #craft #traditional #jewelry #cultural #workshop,4.7/5,images/PLB048.jpg,Create own piece,Materials included,IDR 300000 - 800000
PLB049,Floating Market Visit,Pasar Terapung,Traditional river trading,Palembang,Musi River,06:00-10:00 daily,2-3 hours,https://maps.google.com/?q=Floating+Market+Palembang,"Culture Seekers, Photographers",#market #river #traditional #cultural #boat #local,4.6/5,images/PLB049.jpg,Early morning best,Boat ride included,IDR 100000 - 250000
PLB050,Creative Hub Palembang,Hub Kreatif,Modern art and design space,Palembang,Central Palembang,10:00-20:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Creative+Hub+Palembang,"Artists, Digital Nomads",#creative #modern #art #design #workshop #community,4.5/5,images/PLB050.jpg,Regular events,Cafe on site,IDR 50000 - 200000
PLB051,Traditional Dance Class,Tari Tradisional,Local dance instruction,Palembang,Cultural Center,09:00-12:00 Sat-Sun,2 hours,https://maps.google.com/?q=Traditional+Dance+Palembang,"Culture Enthusiasts, Dancers",#dance #traditional #cultural #performance #art #class,4.6/5,images/PLB051.jpg,Costume provided,All levels welcome,IDR 150000 - 300000
PLB052,Riverside Cycling Tour,Sepeda Tepian Sungai,Waterfront bike exploration,Palembang,Musi Riverside,07:00-10:00 daily,3 hours,https://maps.google.com/?q=Riverside+Cycling+Palembang,"Active Travelers, Photographers",#cycling #river #active #sightseeing #morning #outdoor,4.7/5,images/PLB052.jpg,Morning ride cooler,Bike provided,IDR 200000 - 400000
PLB053,Local Perfume Making,Membuat Parfum,Traditional scent workshop,Palembang,Central Palembang,10:00-15:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Perfume+Workshop+Palembang,"Craft Lovers, Creative Minds",#perfume #craft #traditional #workshop #creative #local,4.5/5,images/PLB053.jpg,Take home creation,Materials included,IDR 350000 - 700000
PLB054,Sunset Photography,Foto Matahari Terbenam,River sunset photo tour,Palembang,Musi River,16:00-19:00 daily,3 hours,https://maps.google.com/?q=Sunset+Photo+Tour+Palembang,"Photographers, Nature Lovers",#sunset #photography #river #boat #nature #cultural,4.8/5,images/PLB054.jpg,Weather dependent,Camera tips provided,IDR 250000 - 500000
PLB055,Traditional Game Workshop,Permainan Tradisional,Local games and toys,Palembang,Cultural Center,10:00-15:00 Sat-Sun,2-3 hours,https://maps.google.com/?q=Traditional+Games+Palembang,"Families, Culture Lovers",#games #traditional #cultural #family #education #fun,4.4/5,images/PLB055.jpg,Family friendly,Take home toy,IDR 100000 - 250000
PLB056,River Fish Farm Tour,Budidaya Ikan,Aquaculture experience,Palembang,Ogan River,08:00-12:00 daily,2-3 hours,https://maps.google.com/?q=Fish+Farm+Tour+Palembang,"Education Seekers, Families",#aquaculture #fish #education #local #traditional #river,4.5/5,images/PLB056.jpg,Morning feeding time,Fresh fish available,IDR 150000 - 300000
PLB057,Islamic Heritage Walk,Jejak Warisan Islam,Religious sites tour,Palembang,Various locations,09:00-16:00 daily,4-5 hours,https://maps.google.com/?q=Islamic+Heritage+Palembang,"Religious Tourists, History Buffs",#islamic #heritage #religious #historical #cultural #walking,4.7/5,images/PLB057.jpg,Modest dress required,Multiple sites visited,IDR 200000 - 400000
PLB058,Local Chocolate Making,Membuat Cokelat,Artisanal chocolate workshop,Palembang,Central Palembang,10:00-13:00 Tue-Sun,3 hours,https://maps.google.com/?q=Chocolate+Workshop+Palembang,"Foodies, Creative Minds",#chocolate #workshop #culinary #creative #food #craft,4.6/5,images/PLB058.jpg,Take home chocolates,All materials provided,IDR 300000 - 600000
PLB059,Urban Sketching Tour,Tur Sketsa Kota,Guided art walk,Palembang,Historic District,09:00-12:00 Sat-Sun,3 hours,https://maps.google.com/?q=Urban+Sketching+Palembang,"Artists, Creative Travelers",#art #sketching #creative #urban #cultural #workshop,4.5/5,images/PLB059.jpg,Materials provided,All skill levels,IDR 200000 - 400000
PLB060,Night History Walk,Jalan Malam Sejarah,Evening heritage tour,Palembang,Central Palembang,19:00-21:30 daily,2.5 hours,https://maps.google.com/?q=Night+History+Walk+Palembang,"History Buffs, Night Explorers",#history #night #walking #cultural #heritage #urban,4.6/5,images/PLB060.jpg,Evening atmosphere,Stories included,IDR 150000 - 300000
BDG001,Tangkuban Perahu Crater,Gunung Tangkuban Perahu,Active volcano crater walk,Bandung,"Lembang, Bandung",07:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Tangkuban+Perahu,"Nature Lovers, Photographers",#volcano #nature #hiking #scenic #geology #outdoor,4.7/5,,Morning visit best,Hot springs nearby,IDR 50000 - 200000
BDG002,Dago Tea House,Teh Dago,Colonial tea plantation tour,Bandung,North Bandung,08:00-17:00 daily,3-4 hours,https://maps.google.com/?q=Dago+Tea+House,"Culture Seekers, Tea Lovers",#tea #colonial #plantation #nature #cultural #historical,4.6/5,images/BDG002.jpg,Tea tasting included,Restaurant available,IDR 100000 - 300000
BDG003,Cihampelas Shopping Walk,Jalan Cihampelas,Famous fashion street,Bandung,Central Bandung,10:00-21:00 daily,2-3 hours,https://maps.google.com/?q=Cihampelas+Walk,"Shoppers, Fashion Lovers",#shopping #fashion #modern #street #retail #urban,4.5/5,images/BDG003.jpg,Afternoon less crowded,Bargaining expected,IDR 100000 - unlimited
BDG004,Saung Angklung Udjo,Angklung Udjo,Traditional bamboo music,Bandung,East Bandung,09:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Saung+Angklung+Udjo,"Culture Lovers, Music Enthusiasts",#music #cultural #bamboo #performance #traditional #art,4.8/5,images/BDG004.jpg,Afternoon performance,Interactive session,IDR 100000 - 250000
BDG005,Kawah Putih,White Crater,Sulfuric lake crater,Bandung,"Ciwidey, Bandung",07:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Kawah+Putih,"Nature Enthusiasts, Photographers",#crater #nature #lake #scenic #photography #unique,4.7/5,images/BDG005.jpg,Morning light best,4WD transport available,IDR 150000 - 400000
BDG006,Paris Van Java Mall,PVJ Mall,Luxury shopping complex,Bandung,North Bandung,10:00-22:00 daily,3-4 hours,https://maps.google.com/?q=Paris+Van+Java,"Shoppers, Luxury Seekers",#shopping #luxury #modern #fashion #mall #entertainment,4.6/5,images/BDG006.jpg,Evening atmosphere,Fine dining options,IDR 200000 - unlimited
BDG007,Bandung Geological Museum,Museum Geologi,Earth science collection,Bandung,Central Bandung,09:00-16:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Museum+Geologi+Bandung,"Education Seekers, Families",#museum #geology #science #education #historical,4.5/5,images/BDG007.jpg,Guide available,Interactive displays,IDR 10000 - 50000
BDG008,Ranca Upas Deer Conservation,Ranca Upas,Deer sanctuary and camping,Bandung,"Ciwidey, Bandung",08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Ranca+Upas,"Nature Lovers, Families",#nature #wildlife #conservation #family #outdoor,4.6/5,,Deer feeding sessions,Camping available,IDR 25000 - 200000
BDG009,Factory Outlet Tour,Tur Factory Outlet,Fashion warehouse shopping,Bandung,Various locations,10:00-20:00 daily,4-5 hours,https://maps.google.com/?q=Bandung+Factory+Outlets,"Shoppers, Fashion Enthusiasts",#shopping #fashion #outlet #retail #modern #bargain,4.5/5,images/BDG009.jpg,Weekday less crowded,Multiple locations,IDR 200000 - unlimited
BDG010,Dusun Bambu,Dusun Bambu Lembang,Eco-cultural resort,Bandung,"Lembang, Bandung",09:00-21:00 daily,3-4 hours,https://maps.google.com/?q=Dusun+Bambu,"Nature Lovers, Families",#nature #eco #bamboo #family #recreation #restaurant,4.7/5,images/BDG010.jpg,Restaurant booking needed,Photo spots available,IDR 25000 - 500000
BDG011,Chinatown Food Walk,Kuliner Pecinan,Traditional food tour,Bandung,Central Bandung,16:00-21:00 daily,3-4 hours,https://maps.google.com/?q=Bandung+Chinatown,"Foodies, Culture Seekers",#food #chinese #culinary #cultural #street #local,4.6/5,images/BDG011.jpg,Evening atmosphere best,Multiple tastings,IDR 250000 - 500000
BDG012,Art Deco Heritage Walk,Tur Art Deco,Colonial architecture tour,Bandung,Central Bandung,09:00-12:00 daily,3 hours,https://maps.google.com/?q=Bandung+Art+Deco,"Architecture Lovers, History Buffs",#architecture #heritage #colonial #historical #walking,4.7/5,images/BDG012.jpg,Morning light best,Professional guide,IDR 200000 - 400000
BDG013,Floating Market Lembang,Pasar Apung Lembang,Waterfront market experience,Bandung,"Lembang, Bandung",09:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Floating+Market+Lembang,"Families, Food Lovers",#market #food #unique #modern #family #entertainment,4.5/5,images/BDG013.jpg,Weekend more festive,Multiple activities,IDR 20000 - 200000
BDG014,Traditional Puppet Workshop,Workshop Wayang,Shadow puppet making,Bandung,Central Bandung,10:00-16:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Puppet+Workshop+Bandung,"Art Lovers, Culture Enthusiasts",#puppet #cultural #traditional #art #craft #workshop,4.6/5,images/BDG014.jpg,Take home creation,Materials included,IDR 300000 - 600000
BDG015,Observatory Tour,Observatorium Bosscha,Historical astronomy site,Bandung,"Lembang, Bandung",09:00-15:00 Tue-Sat,2 hours,https://maps.google.com/?q=Bosscha+Observatory,"Science Enthusiasts, Families",#astronomy #science #education #historical #unique,4.7/5,images/BDG015.jpg,Advance booking required,Night visits special,IDR 50000 - 150000
BDG016,Trans Studio Bandung,Trans Studio,Indoor theme park,Bandung,Central Bandung,10:00-20:00 daily,4-6 hours,https://maps.google.com/?q=Trans+Studio+Bandung,"Families, Thrill Seekers",#themepark #entertainment #family #indoor #modern #fun,4.6/5,images/BDG016.jpg,Weekday less crowded,Multiple attractions,IDR 250000 - 450000
BDG017,Bandung Creative Hub,Hub Kreatif,Modern art workspace,Bandung,North Bandung,09:00-21:00 daily,2-3 hours,https://maps.google.com/?q=Bandung+Creative+Hub,"Artists, Digital Nomads",#creative #modern #art #coworking #community #design,4.5/5,images/BDG017.jpg,Regular workshops,Cafe available,IDR 50000 - 200000
BDG018,Roemah Seni,Rumah Seni,Traditional art center,Bandung,Central Bandung,10:00-18:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Roemah+Seni+Bandung,"Art Lovers, Culture Seekers",#art #cultural #traditional #gallery #workshop #creative,4.7/5,images/BDG018.jpg,Artist interactions,Workshop options,IDR 75000 - 300000
BDG019,Ciwidey Valley Resort,Valley Resort,Hot spring recreation,Bandung,"Ciwidey, Bandung",08:00-18:00 daily,4-5 hours,https://maps.google.com/?q=Ciwidey+Valley,"Nature Lovers, Families",#hotspring #nature #recreation #family #outdoor #resort,4.6/5,,Morning visit best,Multiple pools,IDR 150000 - 400000
BDG020,NuArt Sculpture Park,Taman Patung,Contemporary sculpture garden,Bandung,North Bandung,09:00-17:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=NuArt+Sculpture+Park,"Art Lovers, Photographers",#art #sculpture #modern #garden #cultural #photography,4.8/5,images/BDG020.jpg,Guided tours available,Cafe on site,IDR 100000 - 200000
BDG021,Bandung Urban Farm,Kebun Kota,City farming experience,Bandung,East Bandung,08:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Bandung+Urban+Farm,"Eco-Enthusiasts, Families",#farming #urban #eco #education #sustainable #modern,4.4/5,images/BDG021.jpg,Morning harvesting,Produce available,IDR 75000 - 200000
BDG022,Traditional Market Tour,Tur Pasar Tradisional,Local market exploration,Bandung,Central Bandung,06:00-11:00 daily,3 hours,https://maps.google.com/?q=Traditional+Market+Bandung,"Culture Seekers, Foodies",#market #local #traditional #food #cultural #authentic,4.5/5,images/BDG022.jpg,Early morning best,Food tasting included,IDR 200000 - 400000
BDG023,Bandung Pottery Class,Keramik Bandung,Ceramic art workshop,Bandung,South Bandung,10:00-17:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Bandung+Pottery,"Art Enthusiasts, Craft Lovers",#pottery #craft #art #workshop #creative #handmade,4.6/5,images/BDG023.jpg,Take home creation,Materials included,IDR 350000 - 600000
BDG024,De Ranch Lembang,De Ranch,Western-themed park,Bandung,"Lembang, Bandung",09:00-17:00 daily,3-4 hours,https://maps.google.com/?q=De+Ranch+Lembang,"Families, Horse Lovers",#ranch #horse #family #outdoor #recreation #western,4.5/5,images/BDG024.jpg,Horse riding available,Multiple activities,IDR 50000 - 250000
BDG025,Gedung Sate Tour,Tur Gedung Sate,Historic government building,Bandung,Central Bandung,09:00-15:00 Mon-Fri,2 hours,https://maps.google.com/?q=Gedung+Sate,"History Buffs, Architecture Lovers",#historical #architecture #colonial #heritage #government,4.7/5,images/BDG025.jpg,Guide recommended,Photo ID required,IDR 15000 - 50000
BDG026,Bandung Coffee Tour,Tur Kopi,Artisanal coffee exploration,Bandung,Various locations,09:00-15:00 daily,4 hours,https://maps.google.com/?q=Bandung+Coffee+Tour,"Coffee Enthusiasts, Foodies",#coffee #culinary #modern #cafe #tasting #local,4.8/5,images/BDG026.jpg,Multiple cafe visits,Tastings included,IDR 400000 - 800000
BDG027,Aerial Yoga Class,Yoga Udara,Modern wellness activity,Bandung,North Bandung,08:00-20:00 daily,1.5 hours,https://maps.google.com/?q=Aerial+Yoga+Bandung,"Wellness Seekers, Active Travelers",#yoga #wellness #modern #fitness #active #indoor,4.6/5,images/BDG027.jpg,Beginner classes available,Equipment provided,IDR 150000 - 300000
BDG028,Textile Museum Visit,Museum Tekstil,Traditional fabric heritage,Bandung,Central Bandung,09:00-15:00 Tue-Sun,2 hours,https://maps.google.com/?q=Museum+Tekstil+Bandung,"Culture Lovers, Fashion Enthusiasts",#textile #museum #cultural #fashion #history #traditional,4.5/5,images/BDG028.jpg,Guide available,Workshop options,IDR 10000 - 50000
BDG029,Street Food Night Tour,Tur Kuliner Malam,Evening food exploration,Bandung,Various locations,18:00-22:00 daily,3-4 hours,https://maps.google.com/?q=Bandung+Street+Food,"Foodies, Night Explorers",#food #street #culinary #night #local #authentic,4.7/5,images/BDG029.jpg,Multiple stops,Local specialties,IDR 300000 - 600000
BDG030,Bandung Eco Park,Taman Eco,Environmental education center,Bandung,North Bandung,08:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Bandung+Eco+Park,"Nature Lovers, Families",#eco #nature #education #family #outdoor #sustainable,4.4/5,images/BDG030.jpg,Morning activities best,Educational programs,IDR 25000 - 100000
BDG031,Farmhouse Lembang,Farmhouse Susu,European-themed attraction,Bandung,"Lembang, Bandung",09:00-20:00 daily,2-3 hours,https://maps.google.com/?q=Farmhouse+Lembang,"Families, Photographers",#farm #european #family #photography #modern #recreation,4.5/5,images/BDG031.jpg,Costume rental available,Multiple photo spots,IDR 30000 - 200000
BDG032,Geology Adventure Park,Taman Geologi,Interactive geology park,Bandung,North Bandung,08:00-16:00 daily,3-4 hours,https://maps.google.com/?q=Geology+Park+Bandung,"Education Seekers, Families",#geology #education #science #outdoor #interactive #nature,4.6/5,images/BDG032.jpg,Guide recommended,Hands-on activities,IDR 50000 - 150000
BDG033,Batik Design Studio,Studio Batik,Modern batik workshop,Bandung,Central Bandung,10:00-17:00 Tue-Sun,3-4 hours,https://maps.google.com/?q=Batik+Studio+Bandung,"Art Lovers, Creative Minds",#batik #art #modern #workshop #fashion #creative,4.7/5,images/BDG033.jpg,Take home creation,Materials included,IDR 400000 - 800000
BDG034,Punclut Sunset Point,Bukit Punclut,City viewpoint experience,Bandung,North Bandung,15:00-21:00 daily,2-3 hours,https://maps.google.com/?q=Punclut+Bandung,"Photographers, Couples",#sunset #viewpoint #scenic #photography #romantic #nature,4.8/5,images/BDG034.jpg,Sunset timing crucial,Food stalls available,IDR 10000 - 100000
BDG035,Bandung Fashion District,Distrik Mode,Local designer boutiques,Bandung,Central Bandung,10:00-20:00 daily,3-4 hours,https://maps.google.com/?q=Bandung+Fashion+District,"Fashion Lovers, Shoppers",#fashion #shopping #local #designer #modern #retail,4.5/5,images/BDG035.jpg,Designer meetings possible,Custom orders available,IDR 200000 - unlimited
BDG036,Traditional Dance Class,Tari Tradisional,Sundanese dance lesson,Bandung,Cultural Center,09:00-12:00 Sat-Sun,2 hours,https://maps.google.com/?q=Traditional+Dance+Bandung,"Culture Enthusiasts, Dancers",#dance #traditional #cultural #art #performance #class,4.6/5,images/BDG036.jpg,All levels welcome,Costume provided,IDR 200000 - 400000
BDG037,Urban Sketching Tour,Tur Sketsa Kota,City art exploration,Bandung,Various locations,09:00-12:00 Sat-Sun,3 hours,https://maps.google.com/?q=Urban+Sketching+Bandung,"Artists, Creative Travelers",#art #sketching #urban #creative #cultural #workshop,4.5/5,images/BDG037.jpg,Materials provided,All skill levels,IDR 250000 - 450000
BDG038,Adventure Farm Lembang,Petik Strawberry,Strawberry picking experience,Bandung,"Lembang, Bandung",08:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Adventure+Farm+Lembang,"Families, Nature Lovers",#farm #strawberry #family #nature #outdoor #activity,4.7/5,images/BDG038.jpg,Morning visit best,Take home harvest,IDR 100000 - 300000
BDG039,Traditional Game Workshop,Permainan Tradisional,Local games learning,Bandung,Cultural Center,10:00-15:00 Sat-Sun,2-3 hours,https://maps.google.com/?q=Traditional+Games+Bandung,"Families, Culture Lovers",#games #traditional #cultural #family #education #fun,4.4/5,images/BDG039.jpg,Family friendly,Take home game set,IDR 150000 - 300000
BDG040,Aerospace Museum,Museum Dirgantara,Aviation history collection,Bandung,East Bandung,09:00-16:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Aerospace+Museum+Bandung,"History Buffs, Aviation Enthusiasts",#aviation #museum #history #education #military,4.6/5,images/BDG040.jpg,Guide available,Photo opportunities,IDR 30000 - 75000
BDG041,Sundanese Cooking Class,Masakan Sunda,Local cuisine workshop,Bandung,Various locations,09:00-14:00 daily,4-5 hours,https://maps.google.com/?q=Sundanese+Cooking+Class,"Foodies, Cooking Enthusiasts",#cooking #food #cultural #traditional #culinary #local,4.8/5,images/BDG041.jpg,Market visit included,Recipe book provided,IDR 500000 - 900000
BDG042,Terra Cotta Art Center,Pusat Terakota,Clay art experience,Bandung,South Bandung,10:00-16:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Terra+Cotta+Art+Bandung,"Art Lovers, Craft Enthusiasts",#pottery #art #craft #workshop #creative #clay,4.5/5,images/BDG042.jpg,Create own piece,Firing service available,IDR 250000 - 500000
BDG043,Night Photography Tour,Tur Foto Malam,City lights photo walk,Bandung,Central Bandung,18:00-21:00 daily,3 hours,https://maps.google.com/?q=Night+Photography+Bandung,"Photographers, Night Explorers",#photography #night #urban #creative #city #lights,4.7/5,images/BDG043.jpg,Camera tips provided,Tripod available,IDR 300000 - 600000
BDG044,Tea Factory Tour,Pabrik Teh,Tea processing experience,Bandung,"Lembang, Bandung",09:00-15:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Tea+Factory+Tour+Bandung,"Tea Enthusiasts, Education Seekers",#tea #factory #education #cultural #traditional #tasting,4.6/5,images/BDG044.jpg,Processing demonstration,Tea tasting included,IDR 150000 - 300000
BDG045,Contemporary Dance Studio,Studio Tari Modern,Modern dance workshop,Bandung,North Bandung,16:00-20:00 Mon-Sat,1.5 hours,https://maps.google.com/?q=Contemporary+Dance+Bandung,"Dancers, Active Travelers",#dance #modern #art #performance #active #workshop,4.5/5,images/BDG045.jpg,All levels welcome,Multiple styles offered,IDR 150000 - 300000
BDG046,The Great Asia Africa,Asia Afrika Cultural Park,Multicultural theme park,Bandung,"Lembang, Bandung",09:00-17:00 daily,3-4 hours,https://maps.google.com/?q=The+Great+Asia+Africa,"Families, Photographers",#cultural #theme #photography #modern #family #international,4.6/5,images/BDG046.jpg,Costume rentals available,Multiple photo zones,IDR 50000 - 200000
BDG047,Orchid Forest Cikole,Hutan Anggrek,Orchid garden and adventure,Bandung,"Lembang, Bandung",09:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Orchid+Forest+Cikole,"Nature Lovers, Photographers",#nature #flowers #forest #photography #outdoor #garden,4.7/5,images/BDG047.jpg,Morning light best,Canopy walks available,IDR 45000 - 150000
BDG048,Bandung Sound Studio,Studio Musik,Traditional music session,Bandung,Central Bandung,10:00-18:00 Mon-Sat,2 hours,https://maps.google.com/?q=Bandung+Sound+Studio,"Music Lovers, Culture Seekers",#music #traditional #cultural #art #performance #workshop,4.5/5,images/BDG048.jpg,Instrument practice,Recording optional,IDR 200000 - 500000
BDG049,Dago Dream Park,Taman Dago,Adventure theme park,Bandung,North Bandung,08:00-17:00 daily,3-4 hours,https://maps.google.com/?q=Dago+Dream+Park,"Adventure Seekers, Families",#adventure #theme #outdoor #family #recreation #nature,4.4/5,images/BDG049.jpg,Multiple activities,Photo spots available,IDR 35000 - 200000
BDG050,Bandung Heritage Trail,Jejak Warisan,Historical walking tour,Bandung,Central Bandung,09:00-12:00 daily,3 hours,https://maps.google.com/?q=Bandung+Heritage+Trail,"History Buffs, Photographers",#heritage #historical #walking #architecture #cultural #tour,4.7/5,images/BDG050.jpg,Morning walk cooler,Professional guide,IDR 250000 - 450000
BDG051,Ceramic Art Center,Pusat Seni Keramik,Modern pottery studio,Bandung,South Bandung,10:00-17:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Ceramic+Art+Center+Bandung,"Artists, Craft Lovers",#ceramic #art #modern #craft #workshop #creative,4.6/5,images/BDG051.jpg,Create own piece,Materials included,IDR 300000 - 600000
BDG052,Bandung Tech Valley,Valley Teknologi,Innovation hub tour,Bandung,Central Bandung,10:00-16:00 Mon-Fri,2-3 hours,https://maps.google.com/?q=Bandung+Tech+Valley,"Tech Enthusiasts, Students",#technology #innovation #modern #education #startup,4.5/5,images/BDG052.jpg,Startup presentations,Interactive demos,IDR 100000 - 300000
BDG053,Forest Walk Juanda,Hutan Juanda,Nature conservation walk,Bandung,North Bandung,07:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Forest+Walk+Juanda,"Nature Lovers, Hikers",#forest #nature #hiking #conservation #outdoor #eco,4.6/5,images/BDG053.jpg,Morning walk best,Guide available,IDR 15000 - 100000
BDG054,Jazz Movement Studio,Studio Jazz,Modern dance and music,Bandung,Central Bandung,14:00-21:00 Mon-Sat,2 hours,https://maps.google.com/?q=Jazz+Movement+Studio,"Dancers, Musicians",#jazz #dance #music #modern #performance #art,4.7/5,images/BDG054.jpg,All levels welcome,Evening classes popular,IDR 200000 - 400000
BDG055,Local Designer Workshop,Workshop Desainer,Fashion design experience,Bandung,Central Bandung,10:00-17:00 Mon-Sat,3-4 hours,https://maps.google.com/?q=Designer+Workshop+Bandung,"Fashion Enthusiasts, Creatives",#fashion #design #workshop #creative #modern #local,4.8/5,images/BDG055.jpg,Materials provided,Take home creation,IDR 500000 - 1000000
BDG056,Hidden Valley Springs,Mata Air Tersembunyi,Natural spring experience,Bandung,"Ciwidey, Bandung",08:00-16:00 daily,3-4 hours,https://maps.google.com/?q=Hidden+Valley+Springs,"Nature Lovers, Wellness Seekers",#springs #nature #wellness #outdoor #relaxation,4.5/5,images/BDG056.jpg,Morning visit recommended,Bathing facilities,IDR 100000 - 300000
BDG057,Film Photography Walk,Jalan Foto Film,Analog photography tour,Bandung,Various locations,09:00-12:00 Sat-Sun,3 hours,https://maps.google.com/?q=Film+Photography+Walk,"Photographers, Creatives",#photography #film #analog #creative #walking #art,4.6/5,images/BDG057.jpg,Film camera provided,Processing included,IDR 400000 - 800000
